0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3878	0	0	0
11662	4788	5796	5306
11662	11802	10612	13230
13524	11998	10710	13524
18816	13958	13160	16268
20090	19152	16884	20384
20874	21210	18452	23548
23814	22330	20398	25088
25858	25760	24836	28280
26306	28490	29428	30408
27034	29596	34720	31318
29750	31094	40698	32494
32956	33544	46662	33306
39452	35532	49462	33740
44744	38710	51912	34846
49504	40614	54950	36708
54558	43806	55440	38836
58198	48090	55832	41818
61894	50736	56224	45430
64610	52332	56616	49924
67606	55748	56700	54222
68348	59360	56700	60298
69608	61852	58044	66038
70168	65128	60228	71456
70252	68166	60844	76720
70252	72128	63784	81298
70448	75012	67998	84910
70924	77434	71064	88004
71778	80248	75698	89684
74046	82446	81732	90776
76678	83062	86870	91728
81508	84280	90510	92386
88396	85624	96068	92624
94010	86954	99400	92666
99596	89614	102228	92764
104174	92442	103684	93576
108584	95732	105294	95256
112672	100352	106302	97076
115710	103782	106736	99568
118188	108318	107128	103810
120834	112042	107562	110110
121856	115990	108136	114758
122094	119322	109956	119784
122626	122276	113694	124026
122822	124208	118230	128968
123214	125902	121814	132538
123494	127596	127526	134610
124796	128240	135716	138068
126910	129066	141918	140140
129010	129836	147728	141232
133938	132384	153160	141988
136318	135450	157178	142800
139426	138600	160412	142842
145264	143906	163758	143234
150108	147980	164542	143514
153846	152908	165760	143948
158396	157248	165942	145600
162820	162764	165942	148638
165648	166306	165942	150850
168868	169932	165942	155036
170674	172298	165942	161938
171304	174720	166334	169316
172522	175588	167594	176162
173670	176120	169022	186382
173992	176946	171668	193970
174328	177072	175126	198968
175294	177660	179802	204680
176890	177982	184646	208922
179494	178808	188482	212548
181874	180642	192052	214970
185038	184002	196280	216328
189826	188692	198842	216608
194376	192948	201530	216902
199668	197078	202398	216902
203322	202062	203364	216902
208292	207228	205016	216902
213052	211162	206374	216902
215894	215880	207592	216902
219646	220962	210798	216902
223118	224924	215628	216902
225764	228004	220444	216902
227640	230706	226926	217434
228368	232778	233982	218876
228956	234290	237580	222894
230328	234766	242340	227136
230846	235060	246484	232148
231238	236026	250502	237482
233030	236544	251986	241794
236110	236628	253736	247828
240618	238336	254604	253540
245350	239848	254800	256942
249984	241724	254800	261016
255458	245924	254800	263312
259098	250054	254800	264978
263186	257614	254800	265790
266112	263424	255290	266756
268114	271334	256340	267568
269724	278012	259630	267694
