0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	4508	1232	1708
4410	5474	3850	3332
7616	5474	7420	10122
7854	15554	9142	13342
8442	20006	10318	14028
10402	20104	11200	15988
10598	22456	11592	18634
10990	25690	12376	19012
11578	26474	14420	19446
13006	27062	14742	20608
14308	28042	16842	21350
16828	29064	18480	21630
19208	29106	20188	21826
22498	29106	21238	21826
25830	29302	22582	21966
28084	29344	25592	23548
30926	29344	28406	24976
32662	29344	29946	26642
33782	29344	31682	29512
34314	29484	32830	31318
34706	30450	33614	33950
35098	32410	33810	36204
35098	33726	35014	39690
35490	35868	35644	41216
35728	37842	36316	43064
36106	41398	37450	43302
38528	43890	38570	43344
40460	46256	41006	43540
41160	47320	43288	43582
43288	48538	45206	43582
46354	48832	47264	43582
47698	49518	49238	44254
50610	49714	50596	45696
52192	49812	51324	48230
53550	49812	51422	51366
53788	49910	52388	54712
53788	50778	52906	58842
54082	52738	53102	61278
54376	55020	53578	62496
54712	57610	55230	63994
55622	60340	56182	64512
57134	62818	58184	64946
58506	64806	60830	65576
59976	65856	62286	65576
62020	66542	63952	65576
63840	66934	65702	65674
65240	67130	67284	65814
67886	67522	68824	65814
70770	67564	69972	66500
74984	67564	70532	67480
77798	67760	71022	71008
78554	68292	71456	73360
79772	70364	71890	75222
81438	73444	72422	77616
81774	75642	73920	78918
82404	76832	75082	79646
82404	79478	77140	80234
82600	81494	79492	80864
82600	82656	82054	81242
82600	83804	85162	81816
82600	85106	88214	82628
83188	85526	90552	84126
83846	85960	93058	86730
84672	86254	94052	89684
86492	87220	94682	92246
88606	88242	95256	93156
91182	89334	95438	94906
93114	90776	95634	95858
94444	93184	96026	96152
96138	96040	96068	96348
96572	98042	96068	96544
98448	100352	96264	96544
99106	102760	97664	96642
99694	105056	99414	98154
100856	106162	100016	100240
101864	106834	101570	102326
102844	107170	102998	103712
103838	107898	104482	106008
105980	107898	105616	108150
107002	107898	108234	109410
109522	107898	109452	110810
112560	108920	110362	111146
114436	109970	111328	111384
116564	111636	112224	111580
118762	114674	112910	112014
119182	116270	113960	112686
119672	118300	114870	114030
120064	120456	115920	116620
120358	121926	117894	119294
120358	122850	119798	120358
120554	123340	121996	123018
121814	123438	124726	124404
122360	123634	126924	125510
124096	123830	129374	127022
126112	124320	130620	127330
129612	124740	131404	127526
131880	125608	131796	127960
133406	127722	132468	128828
135478	131082	132804	129360
