0	0	0	0
0	0	0	0
1750	938	1512	1792
3136	17892	3374	3332
7658	25550	6706	7616
8638	25942	7392	8106
9716	32998	8176	9478
11970	41818	10234	11536
14028	42994	11802	13398
15582	45738	12390	14798
17626	51520	14770	17276
19768	53676	16268	19600
21350	54782	18102	21266
25592	55580	22078	25004
29778	56784	27188	29190
32956	56994	31318	31948
36008	56994	35616	34650
39788	56994	39634	39214
41636	56994	43876	43106
44268	56994	47404	46088
46452	56994	50960	50386
50526	56994	55104	54432
54292	56994	58072	57064
57876	56994	61222	60914
62804	57428	63126	63518
70084	58492	64554	64848
75922	61502	65590	66402
79660	66528	67032	67494
83412	72100	67984	68166
86618	77518	68320	69384
88914	82922	70140	70560
90482	88578	72352	72240
91112	92022	75754	75124
91434	96012	79114	78092
92260	98994	82474	81956
92386	101500	85120	86856
92386	102788	89110	92708
92582	103656	95032	96880
92582	103936	99568	102830
93352	103936	103908	108738
95998	103936	109354	111720
99596	103936	114394	113750
104678	104034	116312	117166
110264	105098	118860	119322
116074	107114	121282	119966
121814	109928	122920	120848
125384	113890	123760	121268
129794	120022	124712	121464
133728	127428	124754	121702
135898	134470	125440	122962
137900	143542	126252	123942
139622	148526	126966	125846
140210	154070	130088	128660
140546	158004	132258	132748
140644	160272	135142	136038
140840	163226	139286	141008
141078	164780	143108	145824
142240	165340	146846	149184
144256	165816	152110	154196
146678	166096	155974	158914
149898	166138	160314	161434
155568	166138	163772	164150
161714	166138	166572	165746
168826	166138	169274	166516
175238	166530	171178	167538
185206	167006	172200	168938
191338	168560	173012	170702
195258	171528	173824	173152
199416	173698	175224	176330
203028	175574	175882	178906
204764	179256	177226	182966
206808	183988	179452	186480
207074	187908	181314	190596
207074	191464	185710	192948
207172	195090	189630	195258
207312	199892	194460	197946
207312	203518	199486	201180
207312	206416	203588	202608
207312	209454	210056	205520
207508	210756	215600	207536
207746	213108	220976	210294
208082	213878	225904	215964
209622	214452	229964	220472
211358	215558	233240	223650
213710	216832	236390	227178
218834	218442	238770	230832
223622	221928	240450	233254
227556	224812	242074	235116
232876	228536	242284	236376
238574	235340	242480	237062
242788	241668	242522	237594
246988	245896	242522	238896
252616	251426	242522	239806
254758	256466	242620	242760
256984	259532	242956	246610
259154	261184	246008	250250
259728	263522	248766	254002
260344	265706	252154	258160
260610	267022	257754	262444
260708	267554	263928	265524
261590	268338	270634	268450
263564	268506	277256	270928
