0	0	0	0
0	0	0	0
6104	0	0	0
12852	6790	4466	6216
12852	9758	14756	10234
14224	9954	14854	10332
19908	13188	16128	13174
21476	15148	21322	17136
22162	16030	25592	19124
24808	18018	26516	21126
27482	21308	29050	24360
28322	25172	33096	26404
29302	28924	34118	27986
29960	34006	34510	31108
31542	41132	35588	35532
33166	46592	36120	39620
36512	50946	36204	42714
40250	55538	36344	46830
44226	58086	37408	49882
48538	60340	40558	52318
52178	62440	42882	54684
55860	63812	48426	56336
59080	64190	53970	57134
61250	64484	60088	58100
64218	64582	69496	59598
66332	64680	76314	60690
67326	64680	83104	64092
67858	64680	87388	70070
68670	66430	91560	74802
69538	68992	94696	79002
71848	71554	96698	85092
72996	74984	97846	89530
75768	78666	99568	91966
78750	83510	100268	95704
81984	87640	100506	97692
86072	92946	100506	98826
92190	98182	100506	99288
98028	101808	100506	99918
103796	106834	100506	100002
111258	108920	100800	100394
119028	111146	101416	101584
124880	112784	102186	103292
128702	113750	104944	107296
133266	114422	107954	110082
137410	115444	110964	112434
139524	115528	114002	117166
141806	116298	118832	121282
142786	117264	123732	125272
143304	119462	127932	129416
143640	123074	131418	133252
143738	126406	135394	137690
143738	130004	137536	140630
143738	137494	141134	142926
143738	144928	144452	145096
143976	150556	146244	146804
144802	158746	148400	147098
148008	164416	149856	147980
151074	169890	151368	148750
153692	172620	152894	149422
158144	175938	155078	150822
162750	178318	157500	154280
165564	178906	160580	156744
168336	179634	162862	160398
171878	180264	167510	165536
173586	180348	172312	170478
174650	180348	175994	175252
175826	180348	180866	180810
177380	180348	184702	187096
179312	180446	189336	190806
181734	180880	192206	193942
186858	181846	194348	197876
191744	184100	196280	200536
195734	187124	198030	202076
200914	192024	199248	203000
206192	197596	200060	203280
208642	204260	200886	203574
211330	211764	201880	203672
213038	220024	203168	204750
214256	225904	205828	205352
214648	228970	209636	206836
215040	232988	213024	208768
215278	236894	217308	213780
215572	238854	221704	217000
217644	240030	225512	221060
219506	240856	228942	225092
222334	241836	232974	230286
226338	242256	235634	234388
230328	242298	237230	239274
236642	242298	238490	242620
242494	242298	240254	245042
248234	242298	242382	247604
254128	242396	244230	249144
260582	242928	246820	250796
264628	245210	251202	251426
268226	246904	255570	251622
271488	250628	260204	252112
273532	256200	264236	252588
275086	261016	267848	253694
275674	265874	270830	255318
275814	270284	273070	258328
276108	275128	273896	262318
276150	278852	275212	269108
