0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1274	1652	1708	1988
9170	4284	2618	2856
12376	5236	4942	6314
12572	11550	10374	9478
14434	13958	12782	11508
16688	14434	14084	12040
17276	15554	16380	13356
17472	17290	17430	14042
18396	18116	17752	14714
19096	18354	18578	15960
19376	18984	18760	17360
19418	19180	18956	20482
19418	19376	19712	23968
19558	19418	19712	27748
20188	19992	20202	30380
20608	21798	21644	32956
21280	24570	23240	33670
22134	26390	25886	34846
23240	28490	27034	35280
24262	29400	29498	35812
25438	31038	31332	36190
28770	31878	31920	36232
32102	32606	33222	36428
35476	33894	33614	36470
37926	35294	34594	36470
40180	35378	34930	36470
43148	36988	35798	36470
45262	39858	37716	36666
46270	41356	40768	37380
47040	42210	42966	38388
47418	43862	45052	40292
47558	44912	47096	42350
47950	45290	48804	45654
48034	46494	49196	48090
48034	48076	50218	51464
48034	50092	50414	55174
48468	53200	50414	57848
49364	55860	50512	59430
50820	58072	51142	60690
53298	60326	52388	61992
55930	61390	54040	62076
57736	62160	57176	62076
60130	63224	60508	62076
63266	63308	63462	62272
65548	63308	65870	63196
67662	63602	68320	63756
69608	63980	69286	65142
71204	64456	69972	67116
71540	66052	70896	69076
72128	68586	71288	70406
72758	71372	71288	72702
73122	74046	71876	73640
73318	76888	73906	74410
74228	79828	75068	74788
74746	83104	77098	75474
75474	84490	78120	75950
76566	85792	79086	76818
78778	86702	80430	78162
80584	86982	80710	79702
82264	87080	82404	81522
83594	87178	83986	84084
85260	87178	84798	86198
87136	87178	86534	88214
88732	87374	88256	89488
90888	87710	89670	90902
92554	88186	91420	91462
93898	89964	93814	91798
94710	92456	96180	92428
95242	95522	97174	92960
95536	98812	98042	94990
95634	101542	98280	96264
97244	103208	98966	98476
98546	104216	99204	100968
99456	105084	99792	102956
101920	105952	100352	104608
104160	106176	101374	106442
106134	106176	104300	107646
107982	106176	107128	108080
109564	106764	109984	108864
110194	107184	113484	108906
110586	108038	116004	109298
110978	109858	117950	109732
111804	111440	119392	109956
112336	114464	120806	111076
112868	116788	121198	112588
113932	117936	122066	115010
116144	120078	122388	116452
118048	121128	122486	118972
120484	121366	122584	120988
123900	121562	122584	123676
126112	122388	123018	125832
127666	122430	123018	128044
129486	123830	123354	129514
130494	125608	124082	130200
130984	127568	124992	130732
131376	129472	126574	130928
131768	131138	129318	131166
