0	0	0	0
0	0	0	0
0	0	0	0
378	140	280	280
2282	21588	1666	952
5796	29638	5516	5600
6188	29638	6006	6384
7070	38360	7084	6776
9072	48944	8652	8834
10136	50022	9828	10892
11088	53746	10220	11326
12572	60116	13048	12880
14392	62762	15470	15442
16156	63448	17360	17850
18690	64596	20286	21378
23142	65548	24290	25788
27258	65954	28952	27748
30688	65954	33082	30702
35168	65954	37730	34846
38262	65954	40992	37800
42476	65954	44660	41496
45752	65954	48874	45444
50778	65954	51688	49098
53606	65954	55776	52892
58254	65954	58898	57064
62202	65954	61656	61236
65436	65954	64218	66066
67970	65954	67816	70546
71764	66150	70224	75054
74326	66430	73990	79492
75852	68782	77602	82544
77546	73108	81270	84574
78540	78260	83874	86422
79604	84140	86646	88312
81438	90818	87906	89264
85456	96376	89082	90230
90426	101794	90048	90566
95900	105840	90482	91238
102606	109074	91826	91826
109130	110740	94948	92442
113330	112700	96740	95228
118174	113092	99330	99050
120610	113820	102886	102634
123760	114310	105238	106316
125328	114394	109144	111370
126238	114394	114394	116844
126518	114492	120064	121912
127148	115262	124754	126140
127232	116214	129094	130074
127232	118734	133672	133266
127232	123298	136962	135870
127232	128478	139622	138978
127862	135002	141568	139762
129794	143080	143304	140588
133728	149828	143710	141316
138096	155820	143808	142030
142940	161182	144144	142520
149870	164500	144144	142898
156114	167930	144970	144438
162260	169974	145978	146734
166222	171486	147742	148904
170226	172116	150626	152348
172858	172312	154616	155862
177030	172354	158746	159782
179130	172354	164052	164920
179732	172354	168686	169372
180558	172354	173810	175308
180838	173474	178556	180558
180838	174412	183876	183834
180838	176498	188734	188468
180838	180782	192444	191352
181230	184968	194880	194894
182630	190176	197204	196756
184856	197876	198450	197680
189350	203154	198828	198352
194838	206332	199402	198492
200172	210574	199934	198688
206542	215026	200116	199416
213864	216720	200410	200606
220850	217602	201572	202286
226058	218484	203546	204834
230524	218484	206752	209314
234640	218680	209132	213346
237062	218778	212254	217042
238686	218974	215880	222530
239680	219604	221396	226534
240674	220220	226856	230762
241066	221718	232428	234626
241108	224028	239344	237510
241108	227710	244874	239358
241108	232526	248556	241948
241108	238196	252336	242606
241108	244874	256060	243922
241682	251916	257768	245308
243530	258160	258580	245770
244846	263956	259728	246974
247016	269682	260638	249396
249788	274274	260960	252462
252420	278600	261156	255906
256984	280490	261156	259770
262206	282380	261352	264040
267778	283612	261884	269094
272678	284620	262304	273672
