0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
7252	0	0	0
12852	3318	4158	4312
12852	8232	8232	7140
16184	9044	9758	8036
20006	11704	11550	11942
20790	15610	15162	13692
21910	16590	17416	15456
25452	18970	19208	18032
27972	21504	21462	21882
28896	24458	23716	24934
29876	27426	25718	28756
30660	30492	29344	32746
30660	34804	33334	36358
31052	37156	38332	38962
31948	39228	43946	40922
34244	41594	48636	42182
38668	43246	52402	43344
43442	44492	56252	43918
49812	45374	58772	44548
56630	47152	60788	45262
62244	49028	62580	45836
66038	50428	63714	48566
70378	52864	64624	51156
74172	56098	64946	55328
76216	59696	65282	57974
77280	63448	65282	63448
78428	69244	65282	70868
78890	75194	65716	76524
78932	78778	66668	81088
78932	83244	68782	84714
78932	87864	72212	90090
79072	90230	77728	93282
79408	92372	83468	95172
81060	94556	90888	96124
83580	95914	97188	98686
86492	96110	100758	99876
91280	96684	105840	100212
97790	97118	110012	100212
105700	97636	112728	100450
112700	98980	113946	101374
119224	101136	116270	101836
126826	104902	117446	102718
132566	108990	117572	104818
136360	113302	117768	106694
139902	118272	117810	109242
143374	123256	118202	113120
144494	126728	118580	117376
145894	131292	119826	121618
146566	135786	122220	126126
146846	138208	124180	131222
146846	140098	127274	136836
146846	142030	132524	142702
146846	142506	137368	147756
146846	143332	141666	151914
146846	144060	149464	154756
146846	144634	155428	158214
147280	145754	159600	161014
147518	148106	164976	163128
148540	152460	169148	164276
150794	157514	172746	164878
153818	164318	175028	165312
157150	169330	175910	165550
163380	173572	176694	165984
168826	180026	177366	166418
173866	182868	177408	167034
181258	184716	177604	167944
189196	186900	177646	171766
193242	188286	177646	176148
196364	189084	177744	180460
202160	189168	178906	187838
204918	189168	180908	193410
205534	189756	183848	198184
206654	190036	188762	203630
207466	190904	193326	207746
207900	191772	200410	209286
208180	194054	206444	211148
208180	197050	212142	213640
208180	200410	218064	214928
208516	205492	221802	215446
208950	210784	226436	215824
210448	218330	228410	216006
212170	225876	229978	216496
215446	231728	231000	217308
220052	236432	232162	218022
224518	240870	232302	219268
227626	245182	232400	221494
231602	247534	232400	224854
237650	249550	232400	229572
241934	251062	232694	234262
245140	251734	233660	238616
248668	252546	234416	244468
252336	252686	236110	250558
254142	252686	240310	255388
256074	252686	244706	259490
