0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	2394	714	1512
5782	5474	3276	2380
8806	5474	5278	7644
8806	10472	11452	10150
14070	12894	14014	10346
15442	12992	14602	12306
15638	13874	16268	13874
16226	15344	17640	14840
17206	15582	18032	15330
17486	16058	18620	16870
17822	16968	18620	18844
18312	17976	18620	20328
18494	20664	18816	21336
19026	23142	19334	23002
20664	24892	19964	23618
22036	27076	22022	24108
24556	28994	23940	24108
25760	30156	26082	24206
28392	30254	28602	24878
29302	30450	31654	26166
30660	30688	32844	27692
31486	30786	33810	30380
32410	31220	34832	32508
32648	32172	35616	35952
34244	33558	35854	38640
35098	35182	35854	41104
36400	37814	36050	42686
38122	40012	36246	42924
40656	42490	36960	43806
43190	43568	38024	44002
45584	44716	39830	44002
46886	45878	42266	44002
48538	46788	46816	44002
49406	47054	49196	44926
49700	47684	52304	46984
50484	48496	54474	48104
50582	48538	56504	51170
50680	49462	57428	55146
51254	51422	57918	57960
51968	53242	58114	59864
53172	56056	58310	61320
54600	58016	58506	62692
57148	60284	58506	63420
59738	62580	58604	63462
62734	63630	59136	63658
66374	64596	60760	63700
69314	64834	62566	63896
70364	65422	64680	64176
72842	65506	68418	64848
73528	65898	71526	65576
73626	66612	74060	65996
74214	69076	75530	68418
74312	70952	76412	70224
74410	73220	76706	73038
74508	75670	76706	76608
74704	77728	77098	79786
75474	78960	77140	83034
76664	80710	77140	85848
78694	82082	77378	88074
81704	82516	78246	89222
84588	82796	80038	89852
85932	82796	82796	90720
87822	83286	85330	91056
88928	85260	88690	91154
89502	86800	90804	91252
89796	89068	93016	91294
90580	92624	93828	91294
91070	95172	94654	91532
92470	98714	94948	92022
94290	100842	95046	92638
95858	102284	95046	93366
97958	103586	95438	95620
99582	104174	95914	97818
100926	104860	96390	98994
101780	105490	97258	100338
102802	105686	98714	101920
103334	105728	101976	103124
103376	105728	106120	104510
104006	105728	108584	105854
105014	105924	112448	106470
107604	105966	115220	107632
110880	106498	116382	108780
112980	107114	117544	109410
114758	108066	118608	110474
116844	110208	119630	111720
117810	112280	120092	114044
118440	114254	120428	116340
118832	118440	120862	119336
119896	121030	121058	121492
120750	123340	121100	123354
121170	126812	121296	124026
121758	129024	122024	124320
123830	130270	122486	124908
126700	131768	123648	125104
128058	132454	126546	125104
129990	132650	128226	125888
131894	132846	129570	126504
133476	133140	132076	129122
134008	133238	134092	131964
