0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3080	4074	1806	4704
5754	5852	12936	6664
9282	9184	16996	8330
10402	11284	18564	10976
12264	13342	23856	12642
13440	15106	28168	13426
14952	17696	30030	15484
16842	19404	33320	17374
18984	21266	36736	18942
20734	23646	39480	22246
23380	25690	41272	24206
26334	27300	42742	27440
30296	29610	43134	32396
34902	34118	43134	35322
39158	37436	43134	39074
43036	41062	43134	42462
48510	44828	43134	44450
53102	49238	43470	48006
56560	53172	44520	50554
58758	57134	46858	52654
61810	60452	51646	54138
63966	62468	55692	56406
65282	65296	60158	58058
65716	66640	66878	61180
66584	67256	73640	65380
66962	67452	78260	69384
66962	68082	83202	73794
67396	69832	87276	80640
69650	70742	89516	84952
71162	71736	92456	87934
73892	74494	94024	92246
77266	76832	95298	95550
81564	79212	95886	98126
85428	83006	96320	98938
90132	87976	96418	101038
96726	91602	96558	102270
99148	97090	96558	102634
104538	104202	97090	102676
108416	110404	98056	102676
110936	115304	99442	102676
113288	120904	103586	103110
115164	125748	107982	103782
115990	127988	112336	105518
116746	130550	117824	108192
117964	132468	123354	110992
118440	133182	127764	115234
118818	133420	131460	120442
120022	133420	134092	127414
122052	133616	136640	132818
125146	133658	139132	138082
129626	133658	139412	142940
136318	133658	139608	146776
144872	134288	139804	150528
151956	135716	140000	152908
158186	138572	140630	153636
164626	141904	141498	155050
168098	146790	142982	155526
171374	150556	145334	155568
173726	156450	150038	155568
175434	161140	153748	155862
175868	167076	158382	156436
176064	171080	162736	157598
176456	174538	168742	160272
176498	178276	172284	162582
176498	180292	176988	166418
176498	181664	180250	173082
176498	182434	182336	180880
177072	183008	183946	187404
178976	183008	185514	194292
182364	183498	186046	202174
186046	184114	186228	206178
190890	184786	187110	210532
195076	187152	188118	214438
200214	189924	189896	215698
205296	192164	191744	216174
207774	197344	195804	217392
210952	202188	199206	217756
213304	204666	201600	217798
214872	209972	207830	217798
215992	214172	214438	217798
216468	218526	219142	217798
216958	223118	224728	217798
217826	229236	230314	218232
219604	233184	233422	218666
221956	235270	236292	220318
226436	238098	239470	222852
230160	241528	241024	225610
232974	242522	241906	229264
239316	242858	243124	233786
243600	243152	243362	239722
247142	243740	243362	245574
250712	243978	243362	251034
253442	244454	243558	258006
255108	245182	244384	266336
256074	247408	246008	271068
257936	250460	248458	274092
258370	254828	251860	276850
258566	259770	255360	279510
259000	263606	260218	280476
