0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
14336	0	0	0
20468	4886	7924	4410
20664	7854	11900	7378
26838	8050	11998	7378
33992	9324	14644	9534
35756	11970	19488	12432
39382	12754	21210	13706
44674	14112	22848	16072
47810	16800	26320	17024
49084	19824	28980	19628
51156	23590	29358	23464
52360	28042	30996	27398
52780	34272	32340	31080
52822	39718	33530	35812
52822	46354	35966	41076
52822	50274	37702	46326
52822	54460	39606	51772
52822	57372	42644	56714
52822	61054	47320	60046
53060	63252	51324	62706
53298	64246	59556	66290
55258	65394	65940	67998
57554	66304	71106	68992
61614	66388	77322	70056
66654	67018	83062	70490
74004	67690	87094	70532
80612	69020	90062	70630
87598	70952	92176	71204
92582	74592	93142	72100
97062	78890	93814	74130
101472	82782	94486	76370
105924	86226	94486	79954
107590	90412	94486	84210
109634	95298	94486	88354
110978	98812	94724	93310
111244	102312	95256	100492
111972	106232	96502	105994
112098	108794	97986	112728
112098	110726	101892	119406
112098	113106	105532	124292
112294	114450	112112	128842
112728	115024	117474	132496
113932	116396	122766	136066
115556	118958	127316	137284
118594	121170	132580	138894
122262	124726	136472	139300
127386	128366	138040	139888
133280	131838	140924	140322
138474	136514	142240	140322
142814	142100	143024	140322
146258	147210	143262	140714
150570	152754	143262	141484
153454	157192	143262	143836
155512	160804	143654	148400
157430	165228	145586	152390
158256	168742	148456	157108
158578	170450	152768	160958
159012	171864	158914	164934
159740	172942	164318	169288
160832	173698	169974	171500
163730	173796	175196	172872
167804	174132	179956	174832
173362	174174	185108	176400
180488	174608	187138	177310
187236	175560	188902	177982
193872	176778	190078	178850
200354	179368	191548	180390
205464	182322	192178	182154
208572	185724	192374	186060
212282	188748	192374	189588
214116	195006	192374	192332
215208	200298	192766	195748
216160	206500	193438	200494
216678	211330	194530	204526
216720	214886	198716	208180
216720	218582	202202	213024
216720	220388	205758	217350
216720	223006	212590	220668
216720	223692	217812	223524
217700	224672	226240	225680
219170	225554	233716	227290
221228	226324	240814	227892
224980	227906	245952	228914
228578	228606	251370	229782
232470	229866	255570	231126
237538	231924	257754	232470
241976	234780	259448	234682
247450	238112	261100	237608
250222	241486	261338	239470
253624	246806	261338	241878
256466	252476	261338	246680
257712	256130	261338	250012
259742	260834	261338	255752
260918	266434	261338	261352
261478	270228	261338	266588
262150	273182	261534	273826
263900	275562	262402	281218
